2023-03-10 10:04:25.998986 [INFO   ] [APP] application started
2023-03-10 10:09:00.287291 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.287300 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 152800; ask volumes: 1000; bid prices: 152700; bid volumes: 1000
2023-03-10 10:09:00.287395 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:00.287421 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.287425 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.287429 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152500; ask volumes: 10; bid prices: 152300; bid volumes: 10
2023-03-10 10:09:00.287435 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:09:00.287602 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.287609 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.287669 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.287677 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.417869 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:00.417904 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:00.417910 [INFO   ] [AUTO] order 1670 filled for 10 lots at $152400 cents
2023-03-10 10:09:00.417972 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:00.417983 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.417986 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.418098 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.418105 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:00.418111 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 152400; bid volumes: 10
2023-03-10 10:09:00.418446 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:00.418453 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:00.418457 [INFO   ] [AUTO] hedge order 1671 filled for 10 lots at $152700 average price in cents
2023-03-10 10:09:00.519628 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.519663 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.519672 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 152900; ask volumes: 13580; bid prices: 152700; bid volumes: 3000
2023-03-10 10:09:00.519769 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:09:00.519776 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.519779 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.519782 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152500; ask volumes: 10; bid prices: 152200; bid volumes: 10000
2023-03-10 10:09:00.520127 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.520133 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.793999 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.794034 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.794046 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153000; ask volumes: 12010; bid prices: 152900; bid volumes: 1000
2023-03-10 10:09:00.794151 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:00.794192 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.794199 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:00.794204 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152500; ask volumes: 10; bid prices: 152300; bid volumes: 10
2023-03-10 10:09:00.794215 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:00.794815 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.794826 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.795115 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.795123 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.795377 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.795384 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.795535 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:00.795542 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:00.855648 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:00.855680 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:00.855689 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 152900; bid volumes: 630
2023-03-10 10:09:01.056357 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.056413 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.056424 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 152900; ask volumes: 9580; bid prices: 152700; bid volumes: 4000
2023-03-10 10:09:01.056539 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:01.056568 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.056572 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.056577 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152600; ask volumes: 122; bid prices: 152500; bid volumes: 10
2023-03-10 10:09:01.056584 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:01.057026 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.057032 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.057414 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.057420 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.057492 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:09:01.057495 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.057498 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.289061 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.289120 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.289131 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153000; ask volumes: 10010; bid prices: 152900; bid volumes: 5000
2023-03-10 10:09:01.289215 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:01.289257 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.289264 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.289271 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152500; ask volumes: 10; bid prices: 152300; bid volumes: 10
2023-03-10 10:09:01.289281 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:01.289524 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.289530 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.289763 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.289772 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.289833 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.289842 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.290032 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.290038 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.318183 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.318206 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:01.318211 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 153000; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-10 10:09:01.512917 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.512952 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.512962 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153100; ask volumes: 11590; bid prices: 152900; bid volumes: 5000
2023-03-10 10:09:01.513061 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:01.513096 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.513104 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.513111 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152600; ask volumes: 122; bid prices: 152500; bid volumes: 10
2023-03-10 10:09:01.513120 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:09:01.513379 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.513388 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.513789 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.513800 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.727122 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.727166 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.727178 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153200; ask volumes: 12600; bid prices: 153000; bid volumes: 6000
2023-03-10 10:09:01.727298 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:01.727339 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.727350 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.727355 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152600; ask volumes: 112; bid prices: 152500; bid volumes: 10010
2023-03-10 10:09:01.727366 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:01.727628 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.727641 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.727828 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.727839 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.727905 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.727911 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.728039 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:01.728045 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:01.728049 [INFO   ] [AUTO] order 1681 filled for 10 lots at $152600 cents
2023-03-10 10:09:01.728092 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:01.728118 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.728122 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.728175 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.728181 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:01.728185 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 152600; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-10 10:09:01.728276 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:01.728281 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:01.728284 [INFO   ] [AUTO] hedge order 1682 filled for 10 lots at $153000 average price in cents
2023-03-10 10:09:01.768986 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.769006 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:01.769011 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 153200; ask volumes: 1010; bid prices: 0; bid volumes: 0
2023-03-10 10:09:01.923349 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.923395 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:01.923405 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 152600; ask volumes: 102; bid prices: 0; bid volumes: 0
2023-03-10 10:09:01.997520 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.997568 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.997579 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153400; ask volumes: 9000; bid prices: 153300; bid volumes: 1000
2023-03-10 10:09:01.997662 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:01.997692 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.997699 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:01.997703 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 152800; ask volumes: 34; bid prices: 152700; bid volumes: 9772
2023-03-10 10:09:01.997709 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:09:01.998079 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.998085 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.998415 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.998422 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.998496 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:01.998504 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:01.998510 [INFO   ] [AUTO] order 1684 filled for 10 lots at $152800 cents
2023-03-10 10:09:01.998556 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:01.998567 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:01.998570 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:01.998583 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 152800; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-10 10:09:01.998656 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:01.998659 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:01.998823 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:01.998830 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:01.998834 [INFO   ] [AUTO] hedge order 1685 filled for 10 lots at $153300 average price in cents
2023-03-10 10:09:02.068292 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.068330 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.068338 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 153500; ask volumes: 3000; bid prices: 0; bid volumes: 0
2023-03-10 10:09:02.223137 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-10 10:09:02.223170 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:02.223178 [INFO   ] [AUTO] order 1683 filled for 10 lots at $152900 cents
2023-03-10 10:09:02.223232 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.223251 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:02.225630 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.225637 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.225642 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 153600; ask volumes: 2760; bid prices: 0; bid volumes: 0
2023-03-10 10:09:02.225649 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.225652 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.225655 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 152800; ask volumes: 14; bid prices: 0; bid volumes: 0
2023-03-10 10:09:02.225820 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:02.225826 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:02.225830 [INFO   ] [AUTO] hedge order 1686 filled for 10 lots at $153800 average price in cents
2023-03-10 10:09:02.254019 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.254054 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.254065 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153800; ask volumes: 2590; bid prices: 153600; bid volumes: 4000
2023-03-10 10:09:02.254143 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:09:02.254180 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.254189 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.254194 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153300; ask volumes: 118; bid prices: 153100; bid volumes: 9791
2023-03-10 10:09:02.254204 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-10 10:09:02.254459 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.254466 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.254820 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.254827 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.254884 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.254887 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.254891 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 153600; bid volumes: 200
2023-03-10 10:09:02.465319 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.465362 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.465373 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 153300; ask volumes: 114; bid prices: 0; bid volumes: 0
2023-03-10 10:09:02.507631 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.507641 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.507654 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153800; ask volumes: 580; bid prices: 153600; bid volumes: 4800
2023-03-10 10:09:02.507661 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.507664 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.507670 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153300; ask volumes: 14; bid prices: 153100; bid volumes: 9801
2023-03-10 10:09:02.507897 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.507904 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.507909 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 153100; bid volumes: 106
2023-03-10 10:09:02.723177 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.723212 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.723222 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153600; ask volumes: 1000; bid prices: 153500; bid volumes: 4000
2023-03-10 10:09:02.723291 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:02.723317 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.723323 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.723329 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153300; ask volumes: 14; bid prices: 153200; bid volumes: 10000
2023-03-10 10:09:02.723336 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:02.723478 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.723485 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.723552 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.723559 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.723638 [DEBUG  ] [CON] 'Exec' received 34 bytes
2023-03-10 10:09:02.723645 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:02.723648 [INFO   ] [AUTO] order 1689 filled for 10 lots at $153200 cents
2023-03-10 10:09:02.723664 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.723676 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:02.723688 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.723693 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.723738 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.723741 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.723744 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 153200; bid volumes: 10
2023-03-10 10:09:02.723865 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:02.723871 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:02.723875 [INFO   ] [AUTO] hedge order 1691 filled for 10 lots at $153600 average price in cents
2023-03-10 10:09:02.908798 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.908848 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:02.908858 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 153300; ask volumes: 4; bid prices: 0; bid volumes: 0
2023-03-10 10:09:02.995496 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.995529 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.995538 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153600; ask volumes: 1000; bid prices: 153500; bid volumes: 4000
2023-03-10 10:09:02.995634 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:02.995669 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:02.995680 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:02.995687 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153600; ask volumes: 26; bid prices: 153000; bid volumes: 10010
2023-03-10 10:09:02.995697 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:09:02.996061 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.996069 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.996354 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.996361 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:02.996626 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:02.996633 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.207016 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:03.207065 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-10 10:09:03.207076 [INFO   ] [AUTO] order 1693 filled for 10 lots at $153100 cents
2023-03-10 10:09:03.207168 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-10 10:09:03.207180 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:03.207184 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.207205 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:03.207214 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-10 10:09:03.207220 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 153100; bid volumes: 10
2023-03-10 10:09:03.207550 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-10 10:09:03.207556 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-10 10:09:03.207560 [INFO   ] [AUTO] hedge order 1694 filled for 10 lots at $153400 average price in cents
2023-03-10 10:09:03.218804 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:03.218825 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:03.218831 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153600; ask volumes: 12570; bid prices: 153400; bid volumes: 2000
2023-03-10 10:09:03.218920 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:03.218956 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:03.218964 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:03.218969 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153200; ask volumes: 10; bid prices: 152800; bid volumes: 9925
2023-03-10 10:09:03.218981 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-10 10:09:03.219176 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-10 10:09:03.219184 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.219188 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.219265 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:03.219268 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.540161 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:03.540206 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:03.540220 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 153300; ask volumes: 11000; bid prices: 153100; bid volumes: 4000
2023-03-10 10:09:03.540343 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-10 10:09:03.540365 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-10 10:09:03.540373 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-10 10:09:03.540377 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 153100; ask volumes: 10; bid prices: 152900; bid volumes: 10
2023-03-10 10:09:03.540384 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-10 10:09:03.540770 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:03.540776 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.541174 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:03.541181 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.541562 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-10 10:09:03.541568 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-10 10:09:03.541777 [DEBUG  ] [CON] 'Exec' received 19 bytes
